"ilad";"ilcead";"mahallead";"tha_ihdas_adano";"tha_ihdas_parselno";"mukerrer_adano";"mukerrer_parselno";"kesisen_alan_m2";"islemtanimad";"basvuruno";"kad_basvuru_olusturmatarihi";"kad_fenkayitno";"kad_fenkayittarih";"basvuru_asama_durum";"tescilyevmiyeno";"tesciltarih";"olusanparselid";"tha_geom";"mukerrer_parsel_durum";"mukerrer_parsel_onaydurum";"mukerrer_parsel_geom"
ADIYAMAN;BESNİ;ATMALI;"114";"183";"114";"105";133.22;Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);12273527;2026-08-27 15:27:57.000;1044;2026-08-27 15:28:05.000;Onaylandı;13011;2026-09-04 13:44:11.000;753751737;POLYGON ((38.005808418706 37.7121705735196, 38.0059030130878 37.7123224571737, 38.0059531173537 37.7124090085931, 38.005849129301 37.7124425480643, 38.0056883298937 37.7124841675359, 38.0055860061339 37.7125119548244, 38.0054039273596 37.7126014143087, 38.0052770132532 37.7126532291371, 38.0051667337192 37.7126907691569, 38.005051757475 37.7127148455552, 38.0049374350397 37.7127409094088, 38.0048260130566 37.7127875389006, 38.0046984806942 37.7128431318058, 38.0046486046055 37.712765050566, 38.0051375678818 37.7125904295044, 38.0049469364598 37.7123608856776, 38.0044491580114 37.711761439538, 38.0040846206271 37.7117777004349, 38.0039375672446 37.7113415640676, 38.0039852094338 37.7113888617016, 38.0040556257513 37.7112962095061, 38.0041374908986 37.7113480735738, 38.0042250003228 37.7113934084072, 38.0042778643248 37.7114090803494, 38.0044542940461 37.7115130053741, 38.0045637783081 37.7115772648016, 38.0046610291944 37.711623492343, 38.0047141216066 37.7115966419479, 38.0047868160109 37.7115541004457, 38.0048955118677 37.7114906906109, 38.005008178922 37.7114356027552, 38.0051806135864 37.7113548015906, 38.0052827167099 37.7114877393611, 38.0054369097846 37.7116603968714, 38.0056669465041 37.7119283815349, 38.005808418706 37.7121705735196));3;1;POLYGON ((38.02009788251 37.71611171938, 38.019578856907 37.716003435641, 38.019410765864 37.715892573444, 38.019356127682 37.715950770122, 38.019272131774 37.71599052357, 38.019172708649 37.715996093092, 38.019004569283 37.715940547604, 38.018843246436 37.715832533835, 38.018738012966 37.715745528144, 38.0185131749 37.715551936542, 38.018340182265 37.715666627275, 38.018277577181 37.715666736607, 38.01819276978 37.715759367677, 38.017932162634 37.715672328501, 38.017506452783 37.715574813411, 38.017292203763 37.715489961045, 38.017018405899 37.715397133982, 38.016906407211 37.715281600568, 38.016746825276996 37.715196662511, 38.016473892199 37.715064290159, 38.016364667631 37.715107885286, 38.016112112994 37.715124066856, 38.016125407618 37.715242200875, 38.016167501413 37.715378053458, 38.016203603506 37.715529622462, 38.016094662185 37.715526010472, 38.015974216482 37.715534735317, 38.015917423514 37.715532729655, 38.01592479807 37.715378190017, 38.015819228692 37.715299737857, 38.015701926136 37.715242359715, 38.015566462183 37.715194740137, 38.015381348703 37.715145264237, 38.01533025609 37.715081050991, 38.015236859716 37.715008375904, 38.01512504837 37.714998882941, 38.014970611398 37.71502236848, 38.014807140172 37.714991541768, 38.014681086008 37.714978505789, 38.01454824352 37.714972800635, 38.014446974892 37.714980783286, 38.014281509404 37.714980661206, 38.014132577457 37.714982388943, 38.013969960103 37.714972740287, 38.01385943579 37.71496028379, 38.013726039668 37.714936464198, 38.013608111033 37.714935027075, 38.013559020165 37.714933805474, 38.013540754919 37.714900047603, 38.013655820173 37.714860828475, 38.013897615933 37.714809245351, 38.013855505885 37.714769071593, 38.013717844068 37.714724855081, 38.013681666819 37.71466491023, 38.013650076848 37.714609688631, 38.013553499364 37.714520498411, 38.013486151133 37.714450742715, 38.013418059415 37.714377196814, 38.013362807771 37.714327453038, 38.01333734213 37.714229487989, 38.013267247162 37.714110337701, 38.013229305413 37.714029566239, 38.01322139574 37.713882016251, 38.013179782549 37.713795898498, 38.013120189074 37.713740081969, 38.012992601851 37.713757302927, 38.012906640348 37.713799828303, 38.012898182368 37.713856066199, 38.012966505179 37.713971958488, 38.012977038303 37.714101241383, 38.01300672289 37.714282939096, 38.012968470559 37.714302529598, 38.012867392004 37.714270600876, 38.01289371682 37.714209737609, 38.012856084396 37.714139869987, 38.012905424485 37.714053883033, 38.012802323135 37.713952204611, 38.0126348186 37.71378971388, 38.012392021062 37.713558120791, 38.012333969788 37.713582680583, 38.012291803901 37.713640798287, 38.012274195787 37.713711374505, 38.012359440148 37.713816867925, 38.012398229246 37.713859356838, 38.012447469059 37.7139432864, 38.012390276403 37.714039838463, 38.012328688891 37.714074459144, 38.012214327976 37.714086294331, 38.012130288393 37.714137754537, 38.012162639989 37.714229470963, 38.012222293965 37.714331957132, 38.01230119823 37.714436676712, 38.012223248079 37.71449926955, 38.012156262189 37.714496275736, 38.012108851075 37.714411280257, 38.011960221072 37.714373276364, 38.011836538565 37.714378185918, 38.011726018278 37.714391133947, 38.011613419401 37.71441541628, 38.011566975683 37.714334482922, 38.011513400878 37.714261057643, 38.011429352506 37.714176565538, 38.011361861431 37.714126267727, 38.01129623888 37.714097517997, 38.011215122179 37.714082602837, 38.011101569601 37.714084803673, 38.011051709526 37.7140817727, 38.010964998846 37.714052575602, 38.01095969193 37.714050819295, 38.010829965041 37.714007116462, 38.010530801572 37.713938026532, 38.010338273914 37.713909292206, 38.010198069422 37.713894510965, 38.010063272809 37.713890946615, 38.009930541783 37.713919653081, 38.009813454346 37.713974437839, 38.009683925596 37.714043713184, 38.009613677217 37.71407285405, 38.009540227542 37.714061335623, 38.009398105886 37.714028698729, 38.00933316283 37.714008602636, 38.009233554904 37.713934519213, 38.009186559205 37.713886734849, 38.009156210635 37.713815215495, 38.009096069405 37.713749662202, 38.009009581889 37.713703798171, 38.008886698381 37.713665826648, 38.00874754467 37.713640331344, 38.008520184015 37.713646978358, 38.008320662726 37.71362403803, 38.008187001394 37.713611922165, 38.00803960833 37.713600501454, 38.007940499621 37.713616695243, 38.007878163039 37.713639324797, 38.007802168852 37.713674092146, 38.007745969275 37.713704251074, 38.007714006954 37.713745335156, 38.007644181822 37.713870248231, 38.007530835579 37.713891006709, 38.007451465077 37.713915294511, 38.007414929719 37.713942105171, 38.007407820636 37.713964929167, 38.00740716521 37.714005555998, 38.007458482394 37.714128876136, 38.007406261493 37.714098795576, 38.007304199474 37.713979282546, 38.00735253136 37.713943832139, 38.007364201517 37.713893658005, 38.007431033583 37.713780612295, 38.007532558977 37.71362578476, 38.007399549607 37.713573311421, 38.007309320916 37.713544442398, 38.007249431605 37.71351114391, 38.007184413476 37.713462756518, 38.00712759042 37.713395158012, 38.00708315245 37.713342799567, 38.007030488337 37.71328649778, 38.006994933026 37.713239890034, 38.006909653158 37.713180160179, 38.006818514849 37.713134525652, 38.006742714424 37.713069830277, 38.006651128446 37.713015272552, 38.006553983822 37.712960848103, 38.006417599434 37.712897984421, 38.00635332713 37.712861765535, 38.006251743081 37.712791627081, 38.006213198981 37.712773553675, 38.006167140515 37.712715235026, 38.006120544668 37.712637721826, 38.006034920772 37.712527445755, 38.005939774131 37.71240844031, 38.005889670447 37.712321888048, 38.005795077046 37.712170002871, 38.005653606465 37.711927808519, 38.005423571097 37.711659820763, 38.005269378857 37.711487161222, 38.005167276477 37.711354221995, 38.005383390932 37.711289105665, 38.005483666663 37.711253283374, 38.005450806958 37.711157866987, 38.005389791686 37.711090232271, 38.005273427782 37.711023121568, 38.005174925874 37.710960215704, 38.005129942849 37.710897941586, 38.005068014755 37.710822280641, 38.006168531137 37.710726243145, 38.005929884131 37.710559719613, 38.005573829059 37.710319499526, 38.005419960871 37.710131256638, 38.005264888244 37.709990753177, 38.005099234224 37.709886828454, 38.004886754912 37.709765210235, 38.004629153852 37.709532485228, 38.004567827316 37.70948827188, 38.004482201652 37.709446375949, 38.004307156836 37.709357957073, 38.0043774793 37.709382425859, 38.004517062885 37.709434417537, 38.004668783975 37.709469213484, 38.004783489306 37.709499011887, 38.004926357204 37.709568328846, 38.005161209345 37.709653557641, 38.005299797378 37.709695269285, 38.005438386141 37.709711484185, 38.005534290578 37.709722563902, 38.005684624137 37.709793384422, 38.005824276208 37.709899791882, 38.005934067033 37.709966486247, 38.006100705354 37.710064742183, 38.006271851788 37.710156639211, 38.006518172993 37.710207005533, 38.006749339155 37.710381753503, 38.006967242027 37.710530712529, 38.00704000411 37.710652952216, 38.007143607877 37.71077554169, 38.007273002414 37.710843571126, 38.007458527149 37.710903514065, 38.007516731176 37.710926978021, 38.007630134841 37.711003611561, 38.007830542084 37.711078634784, 38.008035720133 37.71114459832, 38.00815448054 37.711159742264, 38.008241876686 37.711188226433, 38.008262593367 37.711259034361, 38.008333985152 37.711356666076, 38.008385820479 37.711398545293, 38.00850856749 37.711420929929, 38.008682474244 37.711391219857, 38.008813086376 37.711308440577, 38.008900818341 37.711371342972, 38.009402915515 37.711793508722, 38.009795135129 37.712223578712, 38.009921206622 37.712337164877, 38.010021887853 37.712381615836, 38.010241966045 37.712393554208, 38.010615664508 37.712528408314, 38.010849884208 37.71275623923, 38.011109548254 37.713117622143, 38.011242979977 37.71322379084, 38.011370837707 37.712563123087, 38.011285233809 37.712100853878, 38.011345046855 37.711670526173, 38.01128860572 37.71131796563, 38.011064310926 37.711017693159, 38.010726468718 37.710600336384, 38.010668103603 37.710298932739, 38.010634634293 37.710112427616, 38.010521493689 37.709887954929, 38.010397537259 37.709692311511, 38.010317010753 37.709599289219, 38.008409864443 37.709900665202, 38.007689185541 37.71001118313, 38.007581600331 37.709940544823, 38.007492624178 37.709860603214, 38.007425574874 37.709828686039, 38.007336955479 37.709832534701, 38.007236755018 37.709845925831, 38.007123656027 37.70984010833, 38.007082886677 37.709827422104, 38.007030641316 37.709748420148, 38.006911375123 37.709669394204, 38.006785404 37.709574455116, 38.006762452029 37.709543809996, 38.006742397718 37.709516973229, 38.006702944007 37.709431231753, 38.006663792222 37.709322879222, 38.00680295536 37.709296032439, 38.006885569355 37.709266276618, 38.006914515451 37.709247150243, 38.006920386151 37.709215126241, 38.006915670732 37.709186076264, 38.006834670075 37.709060974165, 38.006780733182 37.708955830591, 38.006663434111 37.70889096572, 38.006450862377 37.708963141655, 38.006313533848 37.709005499651, 38.006099455895 37.708825309051, 38.005868951902 37.708873097482, 38.005681750748 37.708939089282, 38.005571724593 37.708983478552, 38.005568242616 37.708913085797, 38.005523092134 37.708871892388, 38.00542939333 37.708840109661, 38.005418530432 37.708821368571, 38.005452997439 37.708787964189, 38.005502296037 37.7087309001, 38.005500172067 37.708694664409, 38.005459938407 37.708650449256, 38.005418398733 37.708619106508, 38.005257677551 37.70857054131, 38.005068910541 37.70855858765, 38.00489510623 37.708555589189, 38.004754854246 37.708485843806, 38.004698090397 37.708431218138, 38.00452717743 37.708398602632, 38.004367340608 37.708377252068, 38.004222595604 37.708380624408, 38.004167301873 37.708377184274, 38.004183939536 37.708345701825, 38.004133329517 37.708314282014, 38.004139530713 37.708139011541, 38.004267277492 37.708092340728, 38.00433245081 37.708035411197, 38.004412445282 37.707981039325, 38.004299707738 37.707863685848, 38.004368345312 37.707819038331, 38.00441681561 37.707781518085, 38.004509589758 37.70771274893, 38.004611483157 37.707657390601, 38.004688812745 37.70762416812, 38.004718472538 37.707661897603, 38.004785538487 37.707649940686, 38.004857329938 37.707606851101, 38.004795069733 37.707547764477, 38.004778849852 37.707505643766, 38.005264281094 37.707440278017, 38.005746883768 37.707323442742, 38.006151252709 37.707197116806, 38.006386195397 37.707062784857, 38.006481859418 37.707176568919, 38.006990663153 37.707195000222, 38.007224236389 37.707180209799, 38.007267808447 37.707161206485, 38.00731825941 37.707255599326, 38.007390844326 37.70738243215, 38.007426083128 37.70744408284, 38.007522780935 37.707429490818, 38.007634293762 37.707392409823, 38.0077827586 37.707356540652, 38.007886978195 37.707339128624, 38.00803971634 37.707339963346, 38.008116869178 37.707345387445, 38.00821897809 37.707256602912, 38.008302170712 37.707208742044, 38.008375864413 37.707184405853, 38.008443452865 37.70722677793, 38.008475498665 37.707238759661, 38.008579664464 37.7072508974, 38.00869011585 37.70720831074, 38.008526274694 37.70697692301, 38.008346598269 37.706751077782, 38.008256082278 37.706633734757, 38.008161675969 37.706527530591, 38.008067722623 37.706446916862, 38.007878018157 37.706369551581, 38.007666035138 37.706228121826, 38.007576503988 37.706156103859, 38.008275128681 37.705749081572, 38.008442133029 37.705657689374, 38.008626370169 37.705566531934, 38.008808039821 37.70547228942, 38.00898714317 37.705374871759, 38.009163565619 37.705274368095, 38.009337079192 37.705170866616, 38.009675605236 37.704954962256, 38.009840276344 37.704842646626, 38.009862728349 37.704825627217, 38.010202808324 37.704714333565, 38.010293226906 37.704694100693, 38.010547751156 37.704569835025, 38.010805965066 37.704440914866, 38.011198551213 37.704294922144, 38.011381600097 37.704514665013, 38.011786593332 37.704322375916, 38.012329499428 37.703999883625, 38.012759994823 37.703577253988, 38.01300589068 37.703547239213, 38.013327250774 37.703487223482, 38.013524503223 37.703456980725, 38.013609109488 37.703447327764, 38.013707613812 37.703458512648, 38.013834206817 37.703506420505, 38.013949325809 37.703624415571, 38.014015383137 37.703731008765, 38.01412727993 37.703689960625, 38.014183278011 37.703913952316, 38.014270523378 37.704141718894, 38.014378850514 37.704447322747, 38.014425689278 37.704600964344, 38.014452809155 37.704762279273, 38.014542252588 37.705021146461, 38.014649322039 37.70523349215, 38.014749236869 37.705438119953, 38.014812185491 37.705659826935, 38.014794013452 37.705927524767, 38.014709877211 37.706192689268, 38.014718123304 37.706315015828, 38.014898233758 37.706355261317, 38.015072194451 37.70650032465, 38.015305976298 37.706735170585, 38.015455124389 37.706913000542, 38.015500909556 37.706957979434, 38.015696299639 37.706957718879, 38.015745739573 37.707103633538, 38.01589433411 37.707126226251, 38.015923085432 37.707173044866, 38.015897208412 37.707277608265, 38.015974932091 37.707317087541, 38.016080133436 37.707302469367, 38.016277737927 37.707323488531, 38.016452565297 37.707394770027, 38.016596764404 37.70757841337, 38.016734224546 37.707705691546, 38.016921309 37.707784912756, 38.017076046361 37.70790062237, 38.017189318974 37.708021932341, 38.017239648459 37.708092174778, 38.017342367222 37.708085282878, 38.017474468616 37.708068905601, 38.017539630074 37.708123775338, 38.017608986309 37.708238862822, 38.017713522768 37.708274690329, 38.017825276216 37.708322200001, 38.017924118053 37.708420054687, 38.018021142448 37.708475189569, 38.018256194832 37.708614900925, 38.018379160839 37.708732326335, 38.018502112299 37.708859481652, 38.018599574004 37.709062103665, 38.01869541124 37.709198763228, 38.018782045408 37.709302371695, 38.018876040138 37.709398203171, 38.018933256954 37.709453726775, 38.018855169038 37.709544792684, 38.01878079863 37.709611924463, 38.018698044418 37.709661237885, 38.018606878077 37.709677686992, 38.018426474299 37.709693302999, 38.018353837327 37.709671976589, 38.018270150127 37.709628665267, 38.018218686179 37.709584090631, 38.018145678112 37.709496361694, 38.018059493616 37.709418883784, 38.018002831533 37.70939012231, 38.017915028024 37.70936659714, 38.017783767986 37.709353431059, 38.017603282006 37.709383910641, 38.017410859772 37.709407983883, 38.01714996747 37.709430134614, 38.016885554839 37.709444056854, 38.016662387665 37.709494810606, 38.0164516197 37.709525486313, 38.016299462483 37.709514666875, 38.016120567549 37.709536238147, 38.01602974265 37.70956971588, 38.015951072342 37.709618791166, 38.01591963182 37.709655197003, 38.015914674877 37.709704166776, 38.015925208818 37.709773717195, 38.01597879313 37.709889394704, 38.016023986431 37.709996443224, 38.016004396318 37.710054300268, 38.015962210635 37.710174313771, 38.015909805056 37.710286764147, 38.015888443033 37.710375688812, 38.015872560909 37.710470425233, 38.015859718882 37.710566808719, 38.015837518681 37.710650500921, 38.015810721572 37.710721631675, 38.015769081727 37.710783178639, 38.015684047045 37.710841750561, 38.015604002869 37.710908832927, 38.015560112602 37.710960450683, 38.015586700459 37.710973736324, 38.015680089536 37.711089476027, 38.01580041183 37.711218143756, 38.015892703352 37.711331171308, 38.016036220524 37.711498232265, 38.016128628556 37.711568195673, 38.016170314743 37.711666115352, 38.016280421778 37.711684061915, 38.016432243631 37.711669111717, 38.016601303089 37.711637007063, 38.016748142869 37.711561381638, 38.016880236353 37.711451667619, 38.016982041997 37.711385486594, 38.017116878826 37.711213990687, 38.017089301804 37.711069520264, 38.017032921459 37.710882015027, 38.016878474245 37.710898385621, 38.016804130159 37.710594238911, 38.016695763507 37.710333143605, 38.016585888771 37.709997437762, 38.01645148903 37.709955774293, 38.016314539767 37.709789579457, 38.016235237145 37.709809279004, 38.01630136789 37.709928124257, 38.016286697897 37.709982688924, 38.016075129629 37.710048043465, 38.016082342407 37.709999993455, 38.01606306453 37.709948478975, 38.015992890947 37.70980950888, 38.015965283986 37.709744681043, 38.015967041696 37.709680368582, 38.015982133917 37.709653916813, 38.016041247452 37.709608732518, 38.016115747724 37.709574848262, 38.016204658546 37.709557481321, 38.01631188288 37.70955306047, 38.016436208015 37.709558962813, 38.016534423008 37.709549781707, 38.016675127881 37.709526179497, 38.016835823593 37.709491572169, 38.016955501053 37.709471578218, 38.017095077207 37.709464723584, 38.017310759362 37.709448322543, 38.017501999455 37.709436492403, 38.017678958607 37.709406884531, 38.017811652263 37.709397358975, 38.017934254292 37.709413516103, 38.018003476098 37.709435805358, 38.018080083248 37.709491400785, 38.01815704564 37.709580243822, 38.018241477974 37.709653022181, 38.018328312094 37.709707080917, 38.018402291958 37.709729769934, 38.018455593994 37.709729583055, 38.018560988788 37.709726316149, 38.018693332714 37.70970894851, 38.018760218102 37.70967626051, 38.018840959765 37.709624768038, 38.018949726885 37.70950332546, 38.01896281793 37.709482352386, 38.019047443913 37.709549095483, 38.019140953627 37.709681771176, 38.019217161144 37.709827997152, 38.019297041337 37.709884880337, 38.019330747651 37.709925973317, 38.019319783226 37.710009309196, 38.019387274379 37.710085549578, 38.019478290741 37.71021820426, 38.019518948124 37.710282599258, 38.019603499546 37.710355107353, 38.019622287251 37.710409590292, 38.019631143673 37.710520659793, 38.017266390833 37.714001213504, 38.017224498437 37.713772746352, 38.017038330113 37.713794708782, 38.01708824767 37.713587368277, 38.01703166945 37.713483378572, 38.01687227399 37.713436101517, 38.017084260525 37.713305430985, 38.017100676305 37.713204572499, 38.017159471346 37.713080642888, 38.017107885873 37.712993632504, 38.017063885974 37.712873260474, 38.016997921683 37.712741533633, 38.016980481283 37.712705350617, 38.016940488226 37.712633662701, 38.016711542286 37.712743379839, 38.016620823234 37.712768570225, 38.016538754761 37.712619771129, 38.016458195984 37.712605584983, 38.016302909871 37.712633660016, 38.016146313465 37.712589288348, 38.015937245885 37.712525018203, 38.015723686053 37.712414582064, 38.015698640984 37.712456086476, 38.015944983907 37.712660223764, 38.016169955015 37.712868326511, 38.016297192658 37.713014619751, 38.016321156526 37.713149239917, 38.016413013076 37.713261092192, 38.016513782964 37.713376442324, 38.016565375773 37.713445704509, 38.016358014578 37.713578124474, 38.016378138278 37.713617212971, 38.016469621942 37.713731584717, 38.016368615472 37.713822818044, 38.016262796074 37.714003564518, 38.016153444658 37.714159775856, 38.016035062867 37.714321317353, 38.015984601526 37.714398016597, 38.015643484795 37.714259217084, 38.015381108927 37.714117920965, 38.015180014007 37.713982271553, 38.015066452694 37.714036550443, 38.015001696042 37.714070785675, 38.014970915718 37.71411710707, 38.015001001776 37.714217452826, 38.014914768476 37.714237724191, 38.014802371211 37.71424687548, 38.014781540919 37.714278324378, 38.014976608823 37.714389508646, 38.015197493794 37.71449523234, 38.015483782898 37.714612132922, 38.015618850554 37.714655334681, 38.015843179762 37.714706579091, 38.015972338966 37.714742073137, 38.016115998483 37.714804536055, 38.016558447835 37.714896429774, 38.016911259906 37.714965861742, 38.017371564688 37.715105651108, 38.017902793012 37.715259633728, 38.018237634697 37.715324587523, 38.018576393177 37.715384978183, 38.018755670927 37.715429985901, 38.019080106776 37.715535933541, 38.019384000362 37.715625852884, 38.019721524189 37.715745692007, 38.020016243142 37.715860669651, 38.020162746187 37.715914322087, 38.02009788251 37.71611171938), (38.013386258589 37.707316084586, 38.013289359876 37.707491317417, 38.013219130855 37.707647853636, 38.013178604644 37.707779322005, 38.013088595202 37.707862536217, 38.012937661298 37.708127410425, 38.012872770925 37.708283180263, 38.012805448918 37.708442713649, 38.012664684496 37.708445228748, 38.012590610264 37.708523891123, 38.012505171341 37.708630027028, 38.012424898495 37.708765576792, 38.012451974883 37.708810310039, 38.012434720848 37.708854311578, 38.012359244634 37.70893602525, 38.012292993059 37.70903187082, 38.012225689502 37.709138608911, 38.012126537529 37.709243998973, 38.012120217524 37.709335661711, 38.012109824641 37.709486391985, 38.012106867579 37.709598083766, 38.012111956367 37.709804171378, 38.01213082499 37.709971724125, 38.012130177383 37.710088840888, 38.012121534062 37.710244450879, 38.012150695719 37.710345690591, 38.012178875828 37.710512330304, 38.012195896447 37.710656803479, 38.012191781588 37.710770287419, 38.012218251794 37.710877811135, 38.012233529046 37.711008395217, 38.012255827347 37.711131199943, 38.012262951173 37.711260904859, 38.012235016932 37.71131490739, 38.012172750829 37.711366640187, 38.012108776289 37.711384753583, 38.01213185696 37.711482789038, 38.012184558063 37.711596298557, 38.012179588048 37.711680224493, 38.012194523899 37.711768191257, 38.012199536131 37.711851930548, 38.012212136646 37.711919336316, 38.012235878507 37.711984673174, 38.012272608338 37.712045524052, 38.012394670927 37.712290521097, 38.012439923404 37.712409914296, 38.012482992007 37.712514423679, 38.012489436637 37.712558623701, 38.012446355326 37.712591777781, 38.01236970702 37.712658976443, 38.012287896765 37.712747664262, 38.012236729485 37.712877331234, 38.012146149092 37.712968828474, 38.012088181707 37.713038345732, 38.012049559686 37.713102889723, 38.012021332475 37.713144727044, 38.011964729175 37.713213985387, 38.011918794146 37.713257025685, 38.011881714054 37.713282301581, 38.011859335808 37.71327652819, 38.011818844914 37.713242673852, 38.011777477998 37.713206469715, 38.011731272192 37.713167432087, 38.011684874061 37.713134339029, 38.01163750926 37.713097183621, 38.0116188432 37.71305954805, 38.011625046421 37.713027977082, 38.011662812488 37.712976669865, 38.011705800959 37.712916397021, 38.011724043474 37.712874926544, 38.011757938844 37.712773494612, 38.011782063104 37.712707567873, 38.011797616493 37.712620937772, 38.011811539637 37.712563124067, 38.011826661315 37.712500455332, 38.011852188294 37.712422828119, 38.011861177958 37.712369297564, 38.011867028295 37.712278892267, 38.011917680534 37.712256342845, 38.011945797958 37.712162970875, 38.011956489182 37.712083777792, 38.011955006985 37.712033132564, 38.011949006272 37.711964070298, 38.011948184411 37.711863698736, 38.011943665817 37.711725727005, 38.011924876526 37.711663224508, 38.011881486765 37.711642769893, 38.011847589632 37.71159068175, 38.011833810364 37.711518130705, 38.011802544759 37.711404530425, 38.011767385866 37.71128522158, 38.011729331409 37.7111277787, 38.011690606324 37.710969609431, 38.011674950288 37.710807849591, 38.011659007928 37.710753028899, 38.011590932023 37.710610379976, 38.011519948874 37.710464643442, 38.011464878811 37.710324716214, 38.01143978315 37.710199185055, 38.011410513977 37.710029292652, 38.011379578862 37.709788482296, 38.011301079262 37.709525740584, 38.011254674599 37.709382372246, 38.011189353435 37.709322722745, 38.011047454857 37.709231258353, 38.010806687445 37.709095809262, 38.010600442413 37.708965334289, 38.01037485844 37.708839471609, 38.010191910541 37.708671261905, 38.009874341084 37.708418944836, 38.009779312556 37.708239850699, 38.009614102291 37.708136476568, 38.009565119809 37.708076332761, 38.009465832351 37.707902067665, 38.009191962789 37.707732281635, 38.009356223815 37.707608701575, 38.009473018188 37.707677433583, 38.009639467824 37.707772799956, 38.009847768073 37.707688780031, 38.010168663599 37.707588497143, 38.010485704671 37.707530705401, 38.010496008209 37.707529648487, 38.010588812421 37.707520128796, 38.010616224916 37.707437111967, 38.010707537865 37.707426616464, 38.010880637119 37.707482485616, 38.011124110255 37.707490744498, 38.011311373354 37.70746213353, 38.011339233088 37.707729495936, 38.011380220621 37.707939128047, 38.01141069504 37.707958483516, 38.011473770757 37.707965138792, 38.011551213146 37.707906145851, 38.011730409721 37.707844582276, 38.011905560638 37.70779730947, 38.012070949982 37.707767793222, 38.012309347287 37.707705733787, 38.01246473875 37.707634870161, 38.012551248102 37.707541987049, 38.012595931487 37.70739640895, 38.012662092988 37.707161907695, 38.01284630787 37.707192010065, 38.012839440352 37.707333580392, 38.013126831344 37.707322292069, 38.013386258589 37.707316084586))
ADIYAMAN;BESNİ;ATMALI;"114";"182";"114";"131";165.51;Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);12273509;2026-08-27 15:26:33.000;1043;2026-08-27 15:26:39.000;Onaylandı;13031;2026-09-04 14:49:13.000;753751721;POLYGON ((38.004366550814 37.7130202475419, 38.0042986623501 37.7130849021941, 38.0042267776826 37.7131770015465, 38.0040603287378 37.7131236127139, 38.0038381655095 37.7130471398106, 38.0034657799728 37.7129420994345, 38.0035101082098 37.712866885537, 38.0034522120114 37.7127187335316, 38.003317243944 37.7125079462086, 38.0031619332882 37.7122834728506, 38.0029729227583 37.7119757385264, 38.0028365664835 37.7117756600203, 38.0030587401603 37.711681588169, 38.0032020319882 37.7116092827141, 38.0033438820456 37.7115430011581, 38.0034186424599 37.7115156136408, 38.0039375672446 37.7113415640676, 38.0040846206271 37.7117777004349, 38.00382755106 37.7117891668388, 38.003301941618 37.7118126566484, 38.0040699986554 37.7130450428557, 38.0046486046055 37.712765050566, 38.0046984806942 37.7128431318058, 38.0045999552844 37.7128921222118, 38.0044701211376 37.7129586868351, 38.004366550814 37.7130202475419));3;1;POLYGON ((38.00512421791 37.712589857063, 38.004635249916 37.712764476027, 38.004056637635 37.713044466276, 38.003288588555 37.711812067713, 38.003814201393 37.711788581145, 38.004435812361 37.711760857679, 38.004933587685 37.712360310628, 38.00512421791 37.712589857063))
ADIYAMAN;BESNİ;DİKİLİTAŞ;"0";"627";"0";"525";108.19;Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);12227063;2026-08-18 13:49:34.000;918;2026-08-21 08:34:18.000;Onaylandı;12436;2026-08-27 16:40:05.000;753637321;POLYGON ((38.0640106552185 37.5058223655748, 38.0638318341228 37.5058024748603, 38.0637331726914 37.505759614222, 38.0636711561794 37.5054645722611, 38.0636562572155 37.5054168711226, 38.0638264879448 37.5054079086403, 38.0638403573187 37.5052829216373, 38.0634949502048 37.5046661844896, 38.0639741862685 37.504278980556, 38.0646171158847 37.5037396461028, 38.0645550911162 37.5042077209601, 38.0644661044005 37.5048051653758, 38.0643007247779 37.5051348699658, 38.064326971689 37.5052509882253, 38.064313699932 37.5053968468912, 38.0640788876851 37.5054018285902, 38.0640547341933 37.5053873829253, 38.0640080117812 37.5054035476522, 38.063982968488 37.5054603663054, 38.0639668661875 37.5056800079675, 38.06399164282 37.5057974061374, 38.0640106552185 37.5058223655748));3;1;POLYGON ((38.065763859403 37.503688455951, 38.06566748666 37.504080424079, 38.065511146056 37.504419935723, 38.065169748915 37.505043411238, 38.065057634622 37.50523695405, 38.064293054996 37.505133594419, 38.064458440841 37.504803886629, 38.064547435979 37.504206434798, 38.064609598276 37.503738425371, 38.065763859403 37.503688455951))
